employee_id,first_name,last_name,department,sub-department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,salary,hire_date,term_date,term_type,term_reason,active_status
130593032,Cordey,Davidowich,HR,Recruiting,8012519959,6054796568,3315940256,12104572130,Individual Contributor,55962,1/14/2018,1/27/2020,Voluntary,Better salary,0
130811916,Con,Coatts,Customer Service,Customer Support,2523044225,7799349465,9657388599,12104572130,Individual Contributor,57275,5/24/2015,,,,1
132956038,Jacenta,St. Louis,Legal,Corporate Law,1703031136,1490361837,6102968019,12104572130,Individual Contributor,82937,1/15/2013,,,,1
133287801,Phillip,Crumley,Sales,Business Development,2241679125,8057668487,12104572130,,Team Lead,59064,1/21/2016,,,,1
135888623,Toiboid,Aizikovich,Finance,Financial Planning,8412275732,4691268378,12104572130,,Team Lead,95969,12/3/2019,,,,1
138050097,Upton,Eccleston,Legal,Intellectual Property,8466707201,3506070575,2591261030,12104572130,Individual Contributor,83634,4/15/2013,4/12/2014,Voluntary,Better salary,0
138900485,Melisande,Bere,Software,QA,1097818055,6268712051,12104572130,,Team Lead,114010,5/17/2017,,,,1
139896362,Barnabas,Arent,Administration,Facilities,7708444201,4609895564,5419153998,12104572130,Individual Contributor,65914,9/7/2012,,,,1
141309901,Marian,Newland,Legal,Intellectual Property,9988968226,5222419382,12104572130,,Team Lead,93474,10/10/2013,10/13/2015,Voluntary,More flexible benefits,0
145744190,Coral,Doerffer,Marketing,Marketing Research,8236942363,5584969996,9743222543,12104572130,Individual Contributor,84500,2/4/2019,,,,1
147680931,Jacob,Galbreth,Sales,Account Management,3877282292,8143187226,1074347333,12104572130,Individual Contributor,72557,4/13/2015,,,,1
147829139,Shannon,Dignall,Product Development,Product Marketing,3448401754,2316448272,12104572130,,Team Lead,68328,8/5/2012,5/25/2013,Involuntary,Company restructuring,0
149851515,Emmalyn,Pendle,Customer Service,Customer Support,114604934,8237113481,9657388599,12104572130,Individual Contributor,67604,12/31/2017,,,,1
153046653,Zelda,Barnsdall,HR,Training,6030473922,4930496475,8377149542,12104572130,Individual Contributor,60661,12/4/2021,,,,1
153162883,Roth,Duetschens,Sales,Sales Operations,4167242155,2612461749,4098218245,12104572130,Individual Contributor,72786,4/26/2020,,,,1
154992144,Portie,Brauner,Marketing,Advertising,6790368933,3567515372,4092540016,12104572130,Individual Contributor,52767,10/12/2020,,,,1
157034156,Saunder,Ockendon,Marketing,Marketing Research,8258486776,2271051594,4092540016,12104572130,Individual Contributor,88157,5/3/2019,,,,1
160153511,Fernandina,Moyer,Software,QA,5200779776,1235334166,226422921,12104572130,Individual Contributor,73144,7/24/2021,10/2/2021,Voluntary,More flexible benefits,0
161461539,Tulley,Popov,Procurement,Procurement,8886609535,822744718,12104572130,,Team Lead,70097,1/7/2021,,,,1
163183144,Ker,Abade,Software,QA,5200779776,1235334166,7357925070,12104572130,Individual Contributor,94395,10/11/2020,12/11/2020,Voluntary,Found a better opportunity,0
164422733,Baxy,Penwell,Marketing,Public Relations,6637306671,7505933947,4092540016,12104572130,Individual Contributor,64416,1/9/2013,11/25/2014,Involuntary,Termination for cause,0
169191661,Melody,Seiffert,Sales,Account Management,318067557,2747567836,4098218245,12104572130,Individual Contributor,69185,5/4/2014,,,,1
171231281,Deane,Itscowics,Software,QA,3655330750,2018169686,259741855,12104572130,Individual Contributor,84754,7/30/2020,,,,1
173519645,Salem,Kisbey,Finance,Auditing,8890945608,3064528137,5312370235,12104572130,Individual Contributor,79827,10/21/2018,,,,1
174743114,Amitie,Abramson,HR,Training,8196851986,5146134789,2874824995,12104572130,Individual Contributor,55569,9/16/2013,7/15/2014,Voluntary,Better salary,0
175139954,Gavan,Trunkfield,Sales,Account Management,7201791507,1147520789,8057668487,12104572130,Individual Contributor,72019,2/8/2014,1/1/2016,Voluntary,Found a better opportunity,0
175214848,Murvyn,Thelwll,Software,Technical Support,9606060417,9281160388,9368442131,12104572130,Individual Contributor,72577,10/16/2015,10/30/2016,Involuntary,Performance,0
175255021,Nicolis,Friedenbach,HR,Benefits,2010047725,7971865728,5940412697,12104572130,Individual Contributor,71959,10/31/2018,,,,1
175827221,Eleanore,Camilleri,Administration,Executive Assistants,5810684935,1133455702,7922516714,12104572130,Individual Contributor,55365,7/15/2018,,,,1
184102475,Emmery,Deathridge,Finance,Financial Planning,7660853324,3905225288,3225775822,12104572130,Individual Contributor,75007,6/28/2021,10/13/2021,Voluntary,Career change,0
185242609,Mallory,Mulkerrins,Sales,Sales Operations,1423323651,2231553779,8057668487,12104572130,Individual Contributor,85284,2/23/2020,,,,1
186314521,Cori,Brierley,Product Development,Product Management,7785638811,6592458020,2316448272,12104572130,Individual Contributor,86283,11/27/2019,12/24/2021,Voluntary,More flexible benefits,0
187620871,Hurleigh,Rucklidge,Sales,Sales Operations,9588662057,5701309242,12104572130,,Team Lead,91706,8/6/2020,12/10/2020,Voluntary,Found a better opportunity,0
188738856,Eugen,Bein,Sales,Account Management,1590378635,7246033069,2169536929,12104572130,Individual Contributor,87494,12/23/2019,,,,1
191147400,Lucais,Skedge,HR,Recruiting,345003369,9510187895,8377149542,12104572130,Individual Contributor,71660,2/4/2020,,,,1
192869483,Kerstin,Keig,Administration,Facilities,6638215922,2840761127,3529946098,12104572130,Individual Contributor,68214,6/19/2013,,,,1
198705652,Josephina,Siaspinski,Software,Software Development,8910285795,5942974370,12104572130,,Team Lead,101488,7/23/2015,,,,1
200724582,Roderigo,Abarough,Operations,Logistics,7138776396,7406542888,9452810041,12104572130,Individual Contributor,86582,10/5/2014,8/17/2016,Voluntary,Found a better opportunity,0
204088769,Alfie,Grey,Sales,Sales Operations,5898696889,2305445429,8057668487,12104572130,Individual Contributor,61077,3/7/2016,,,,1
206167327,Sargent,Barense,Operations,Supply Chain,3391078453,5721091419,9843016922,12104572130,Individual Contributor,85644,7/12/2021,,,,1
206561429,Manny,Blakiston,Customer Service,Customer Support,6367159762,8237113481,9657388599,12104572130,Individual Contributor,62517,3/14/2020,,,,1
208199686,Agatha,Simms,Marketing,Marketing Research,2668671041,776913542,9743222543,12104572130,Individual Contributor,66285,8/7/2015,,,,1
208295087,Paddy,Strangman,Software,Technical Support,1411913625,4246658747,9195070758,12104572130,Individual Contributor,84654,7/12/2012,,,,1
210504182,Meade,Nealy,Administration,Executive Assistants,2865077277,7922516714,12104572130,,Team Lead,61338,10/24/2021,,,,1
213639128,Atalanta,Sousa,Sales,Sales Operations,4167242155,2747567836,4098218245,12104572130,Individual Contributor,81267,3/29/2013,,,,1
213642904,Garrick,Trippick,Legal,Litigation,5222419382,12104572130,,,Manager,93607,9/29/2021,9/29/2021,Voluntary,More flexible benefits,0
216195963,Cayla,Fist,Software,QA,3228223998,1097818055,5959242695,12104572130,Individual Contributor,94672,3/29/2013,3/1/2015,Voluntary,Found a better opportunity,0
216953146,Constantin,Date,Operations,Supply Chain,8495424892,12104572130,,,Manager,85316,6/18/2020,,,,1
217845390,Nicolas,Dinkin,Sales,Account Management,5602375624,2747567836,2169536929,12104572130,Individual Contributor,79460,3/3/2018,,,,1
220655712,Kacie,Ackland,Finance,Financial Planning,9453398201,4077713505,6022803528,12104572130,Individual Contributor,92425,1/3/2015,,,,1
220747449,Asher,Barsby,Marketing,Public Relations,5182865458,8464356447,4092540016,12104572130,Individual Contributor,87089,12/21/2012,,,,1
224580109,Alexis,Lingfoot,Customer Service,Customer Support,1173750454,6384586478,9657388599,12104572130,Individual Contributor,67442,12/5/2018,9/29/2019,Involuntary,Budget cuts,0
225914158,Ora,Kidby,Software,Software Development,4917030504,5390863100,226422921,12104572130,Individual Contributor,90785,7/27/2021,,,,1
225928696,Shadow,Kerrey,Administration,Travel,1418187999,1133455702,1055389029,12104572130,Individual Contributor,68669,12/7/2013,,,,1
226422921,Elbert,Besemer,Software,Software Development,12104572130,,,,Director,104288,12/15/2019,,,,1
227927589,Fiona,Girodias,Procurement,Vendor Management,2779139578,8698109743,4284772434,12104572130,Individual Contributor,72498,11/16/2012,,,,1
230974861,Channa,Shoveller,Sales,Business Development,3350437227,2174287284,3142852362,12104572130,Individual Contributor,59226,1/11/2017,1/17/2018,Voluntary,More flexible benefits,0
231906979,Garald,Pryce,Sales,Account Management,7951572902,2188325953,12104572130,,Team Lead,84674,5/14/2013,,,,1
232129329,Xavier,Piper,Software,Software Development,708917092,1097818055,21007178,12104572130,Individual Contributor,102264,3/14/2016,,,,1
233049324,Giulio,Halversen,Software,QA,6505384746,4246658747,7708606215,12104572130,Individual Contributor,74861,11/4/2016,9/8/2018,Involuntary,Performance,0
234689502,Gaile,Pinch,R&D,Prototyping,1643798800,9474330457,3314524903,12104572130,Individual Contributor,66606,3/28/2016,,,,1
235615350,Karrah,Mathew,Software,Technical Support,7726927943,9564800263,6129740252,12104572130,Individual Contributor,78299,9/26/2020,,,,1
235964032,Reinhard,Blackburn,Marketing,Marketing Research,796361013,5584969996,9743222543,12104572130,Individual Contributor,84788,1/26/2012,12/16/2013,Voluntary,Found a better opportunity,0
236835196,Barnett,Bratty,Software,Software Development,6638152289,3116630222,9451957864,12104572130,Individual Contributor,91509,12/10/2013,,,,1
237391676,Aurore,Lammie,Operations,Logistics,2422532302,9107093688,9452810041,12104572130,Individual Contributor,71420,1/5/2018,,,,1
237393653,Merwin,Lasham,HR,Training,5267318679,7548067465,2874824995,12104572130,Individual Contributor,65551,6/30/2018,,,,1
240332981,Obidiah,Stair,Sales,Sales Operations,3052563332,4527024823,3142852362,12104572130,Individual Contributor,79373,5/30/2016,,,,1
240951251,Thebault,Deveraux,Sales,Account Management,8983780137,2188325953,12104572130,,Team Lead,93196,12/31/2018,,,,1
246743702,Jerrome,Cockshtt,Software,Technical Support,1747471771,9322200876,6268712051,12104572130,Individual Contributor,74824,4/10/2021,,,,1
247138593,Samaria,Long,Software,Technical Support,6212474864,9281160388,5959242695,12104572130,Individual Contributor,77709,10/25/2020,8/31/2021,Voluntary,Found a better opportunity,0
248534502,Darin,Nowakowski,Sales,Account Management,6531988791,8141465627,8057668487,12104572130,Individual Contributor,56414,5/11/2018,2/27/2019,Voluntary,Career change,0
251722626,Lindie,Galliford,Marketing,Marketing Research,5174670971,776913542,9743222543,12104572130,Individual Contributor,70091,9/13/2013,,,,1
252924804,Silas,McFie,Administration,Executive Assistants,2350971114,2749334301,6630511380,12104572130,Individual Contributor,51668,6/2/2019,,,,1
256717339,Alfy,McGrann,Sales,Account Management,4932459135,12104572130,,,Manager,94169,9/3/2018,,,,1
259741855,Niki,Girodon,Software,QA,12104572130,,,,Director,103752,3/5/2012,,,,1
263295907,Alyce,Gooding,Operations,Project Management,1740357466,12104572130,,,Manager,90762,9/22/2020,,,,1
267603843,Hussein,Coomer,Software,Software Development,7392629634,9900405594,1091647106,12104572130,Individual Contributor,91308,3/28/2019,,,,1
269321284,Gabbi,Dallender,Software,Software Development,4719965456,2018169686,1091647106,12104572130,Individual Contributor,77738,3/4/2018,,,,1
271236772,Dill,Count,Sales,Account Management,6343662129,1074347333,12104572130,,Team Lead,74001,8/6/2017,,,,1
281512813,Nickie,Mc Giffin,Administration,Travel,7862391428,4096113579,5419153998,12104572130,Individual Contributor,71013,1/10/2019,,,,1
284629894,Roxane,Feasby,Customer Service,Customer Support,3087133131,4701018058,9657388599,12104572130,Individual Contributor,73323,7/25/2017,,,,1
285196675,Goddart,Kernock,Marketing,Advertising,2282440500,1949400041,12104572130,,Team Lead,100255,2/20/2012,,,,1
291088807,Ebeneser,Eusden,Sales,Account Management,5103103148,256717339,1074347333,12104572130,Individual Contributor,68615,12/26/2013,,,,1
291612756,Merry,Abelevitz,R&D,Product Design,7296779676,5325728346,3792599203,12104572130,Individual Contributor,95739,9/27/2015,,,,1
292754185,Darnell,Beavon,Finance,Auditing,135888623,4860054560,8996729135,12104572130,Individual Contributor,82748,4/12/2014,,,,1
293030400,Arnie,Spillman,Legal,Litigation,5884685211,5406372599,2591261030,12104572130,Individual Contributor,89464,11/19/2016,,,,1
293579828,Mirabel,Bridgnell,Operations,Supply Chain,5857782715,9452810041,12104572130,,Team Lead,85620,11/9/2014,,,,1
294458370,Hedvige,Constantinou,Finance,Accounting,5683220301,3913723636,5400546882,12104572130,Individual Contributor,87780,7/31/2012,,,,1
300085851,Ruth,Ludwikiewicz,Marketing,Public Relations,5601261629,7505933947,1949400041,12104572130,Individual Contributor,77960,10/18/2016,,,,1
301412823,Ellyn,Collihole,Software,QA,5200779776,7297337598,5942974370,12104572130,Individual Contributor,73714,1/11/2014,,,,1
302596366,Sandye,Pidgeon,Finance,Financial Planning,3031342969,9341365400,4691268378,12104572130,Individual Contributor,88297,1/23/2021,,,,1
302887809,Deane,Doggrell,HR,Recruiting,12104572130,,,,Director,78466,3/19/2021,,,,1
306951699,Rhody,Comber,Finance,Auditing,1648354202,8876294130,4691268378,12104572130,Individual Contributor,91686,6/28/2017,,,,1
314347057,Sargent,Pyser,Sales,Sales Operations,133287801,6343662129,2188325953,12104572130,Individual Contributor,74287,1/18/2013,,,,1
314525883,Kristine,Trunks,Marketing,Marketing Research,7660291466,9980763396,4092540016,12104572130,Individual Contributor,67328,7/18/2016,6/14/2018,Involuntary,Performance,0
315421483,Padriac,Vigne,Software,Software Development,1327507817,12104572130,,,Manager,88872,1/6/2017,,,,1
315588566,Rodrigo,Blaxall,Customer Service,Customer Support,7028724657,6214299923,9657388599,12104572130,Individual Contributor,51763,9/22/2021,,,,1
316146636,Erl,Bordman,Sales,Sales Operations,2169536929,12104572130,,,Manager,60682,4/9/2019,,,,1
318067557,Der,Martinson,Sales,Sales Operations,4618795010,4098218245,12104572130,,Team Lead,91078,10/15/2012,,,,1
327594002,Gweneth,Rivelon,Software,Software Development,2687095372,642542467,6372547560,12104572130,Individual Contributor,90618,3/21/2019,,,,1
331661857,Christos,MacCaghan,HR,Recruiting,5980149977,9510187895,2874824995,12104572130,Individual Contributor,65010,7/7/2018,,,,1
332395034,Arnie,O'Spillane,Product Development,Product Management,7708534066,5793341199,5207980214,12104572130,Individual Contributor,80083,8/16/2016,,,,1
335195353,Berthe,Slott,Administration,Executive Assistants,9780328636,7066304704,3373364129,12104572130,Individual Contributor,56613,11/7/2021,,,,1
335918944,Maynord,Donat,Sales,Sales Operations,271236772,4527024823,3664844848,12104572130,Individual Contributor,86533,9/18/2012,,,,1
338669373,Tedman,Pollitt,Legal,Corporate Law,5378368635,9988968226,5930096966,12104572130,Individual Contributor,100024,3/7/2020,,,,1
340054490,Gisele,Keetch,Administration,Facilities,4095109297,7529168424,5419153998,12104572130,Individual Contributor,65089,10/8/2012,,,,1
340589918,Oliver,Nissle,Operations,Logistics,9452810041,12104572130,,,Manager,67799,8/20/2014,,,,1
345003369,Tatiania,Bosquet,HR,Benefits,2771745961,8421163041,12104572130,,Team Lead,63655,6/9/2019,,,,1
347911361,D'arcy,Lewtey,Administration,Executive Assistants,6216076748,7066304704,5419153998,12104572130,Individual Contributor,69215,11/22/2021,,,,1
352683006,Micheil,Manthorpe,Operations,Project Management,4701277735,340589918,9843016922,12104572130,Individual Contributor,82615,4/15/2015,,,,1
358211993,Thaddus,Gleed,Operations,Project Management,9549222060,91052068,8488156355,12104572130,Individual Contributor,82696,5/30/2014,,,,1
358547079,Astra,Scollan,Product Development,Project Management,7847079178,3002121194,765808111,12104572130,Individual Contributor,76880,1/25/2021,,,,1
364595822,Cirstoforo,Cradock,HR,Training,5301823462,6054796568,1871591752,12104572130,Individual Contributor,67479,12/22/2012,11/12/2013,Voluntary,Career change,0
369871878,Owen,Muckian,Operations,Supply Chain,3154133190,2350609054,9452810041,12104572130,Individual Contributor,69300,1/14/2017,12/14/2017,Voluntary,More flexible benefits,0
370012399,Courtnay,Gladdin,Marketing,Public Relations,8258486776,4524447811,4092540016,12104572130,Individual Contributor,70183,11/11/2020,,,,1
373470696,Hank,Pattlel,Operations,Logistics,5047775289,9490565071,9452810041,12104572130,Individual Contributor,86059,3/6/2013,,,,1
376722918,Agneta,Molyneux,Operations,Logistics,1771132947,5502602745,9843016922,12104572130,Individual Contributor,82619,11/14/2013,,,,1
379550851,Corbet,Huie,Legal,Intellectual Property,5378368635,9988968226,2591261030,12104572130,Individual Contributor,102317,5/11/2021,,,,1
384031265,Nikolaos,Burley,Software,Software Development,8039175352,9322200876,6129740252,12104572130,Individual Contributor,64045,10/10/2014,,,,1
384915595,Austin,Smeath,Sales,Account Management,1742211818,8885447946,5701309242,12104572130,Individual Contributor,71649,12/17/2019,,,,1
389462406,Bertina,Jesson,HR,Training,5620591359,7971865728,3315940256,12104572130,Individual Contributor,67354,8/4/2019,,,,1
390131335,Sinclare,Kinane,Sales,Sales Operations,12104572130,,,,Director,97252,5/23/2017,,,,1
391368469,Les,Stear,Finance,Auditing,6736812713,991135313,5312370235,12104572130,Individual Contributor,87662,2/18/2016,,,,1
395326658,Clarke,Richel,Marketing,Marketing Research,3285517914,2271051594,2813655685,12104572130,Individual Contributor,75960,3/22/2016,,,,1
397592661,Frankie,Iwanicki,Finance,Accounting,3703583476,2902943635,3225775822,12104572130,Individual Contributor,77694,8/29/2012,,,,1
399213469,Daile,Cammacke,Operations,Project Management,31934668,934452372,8495424892,12104572130,Individual Contributor,62263,6/6/2017,,,,1
399958811,Faustina,Carlsen,Software,QA,6268712051,12104572130,,,Manager,96943,8/18/2019,,,,1
401189517,Dolly,Forde,Software,Technical Support,4917030504,642542467,3902693036,12104572130,Individual Contributor,99552,5/30/2020,4/26/2021,Voluntary,Found a better opportunity,0
404582658,Norina,Cisec,Operations,Logistics,6846380854,2350609054,9452810041,12104572130,Individual Contributor,83719,10/7/2018,,,,1
405856957,Rand,Baudinot,R&D,Research,4114386212,5661678441,3314524903,12104572130,Individual Contributor,81816,11/14/2015,,,,1
409629656,Abby,Defries,Operations,Project Management,8488156355,12104572130,,,Manager,71612,8/7/2013,,,,1
409650215,Marcos,Potbury,Administration,Travel,1133455702,8199309593,12104572130,,Team Lead,71338,2/18/2020,,,,1
412442355,Tomkin,Ellph,Procurement,Supply Chain,1712432991,8698109743,3570683418,12104572130,Individual Contributor,52850,2/22/2020,,,,1
412849095,Cloris,McDuffy,Marketing,Advertising,3285517914,2066534911,9743222543,12104572130,Individual Contributor,72486,4/19/2020,,,,1
414237711,Madalena,Salmons,Sales,Business Development,5977987482,316146636,2188325953,12104572130,Individual Contributor,65019,3/28/2021,,,,1
414753776,Luce,Corriea,Operations,Supply Chain,3558741919,2173035137,8488156355,12104572130,Individual Contributor,64195,10/8/2021,,,,1
415166642,Paxon,Schohier,Sales,Sales Operations,5426155896,2169536929,12104572130,,Team Lead,78491,7/3/2013,,,,1
416551634,Cad,Iacoboni,Sales,Account Management,1590378635,7245393338,8057668487,12104572130,Individual Contributor,76145,5/28/2017,3/29/2019,Voluntary,More flexible benefits,0
417293323,Rodge,Cremer,Software,QA,1261309781,7297337598,1327507817,12104572130,Individual Contributor,100691,3/30/2014,,,,1
421389812,Kristan,Ceschini,Product Development,Product Management,9481633581,4035778101,5207980214,12104572130,Individual Contributor,99809,8/6/2019,,,,1
425311703,Cornell,Petkov,Administration,Facilities,4064122448,7117669516,1055389029,12104572130,Individual Contributor,72594,12/21/2019,,,,1
427950020,Abner,Barraclough,Operations,Project Management,5194718228,340589918,9843016922,12104572130,Individual Contributor,60653,4/20/2013,,,,1
429498919,Emmye,Stirman,Marketing,Marketing Research,8258486776,860076941,4092540016,12104572130,Individual Contributor,86090,11/1/2013,10/5/2015,Voluntary,Found a better opportunity,0
432756067,Karl,Pentin,Legal,Litigation,5378368635,5945473723,2591261030,12104572130,Individual Contributor,106615,1/2/2020,,,,1
437157480,Dar,Roeby,Sales,Business Development,8667275807,630667872,4098218245,12104572130,Individual Contributor,66353,9/20/2017,,,,1
437433600,Alikee,Edrich,Operations,Logistics,216953146,9843016922,12104572130,,Team Lead,76334,5/11/2012,,,,1
441778862,Katharine,Peat,Software,Software Development,9149386020,8277660536,3159687889,12104572130,Individual Contributor,79586,8/3/2020,,,,1
445279992,Ellwood,Currin,Customer Service,Account Management,4875403673,5719467697,9657388599,12104572130,Individual Contributor,58438,11/27/2021,,,,1
445538429,Norrie,Whiteside,R&D,Research,618024808,2471427419,4691487226,12104572130,Individual Contributor,70550,8/23/2012,,,,1
452620991,Ramsay,Berni,Marketing,Public Relations,4227611998,3901305303,2813655685,12104572130,Individual Contributor,77747,12/6/2013,,,,1
456020232,Lena,Strike,Procurement,Supply Chain,2061244656,8698109743,584122183,12104572130,Individual Contributor,68031,6/22/2015,6/28/2017,Voluntary,Career change,0
456270991,Kara,Joint,Software,QA,4422581426,399958811,226422921,12104572130,Individual Contributor,106378,5/29/2020,,,,1
457160602,Rasla,Diment,HR,Recruiting,5620591359,7548067465,2874824995,12104572130,Individual Contributor,80541,3/18/2019,,,,1
459636775,Stormie,Pudden,Software,QA,719280514,1583872264,5942974370,12104572130,Individual Contributor,97889,4/24/2017,,,,1
460923431,Banky,Axtonne,Finance,Accounting,3371162925,6641422960,12104572130,,Team Lead,98423,10/25/2020,,,,1
461035776,Roland,Canlin,Procurement,Procurement,5470393893,2942515027,3570683418,12104572130,Individual Contributor,53435,12/31/2015,,,,1
